#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-08-10T21:36:46 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62f40c182a5db4	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&
#-source=J/AJ/159/60/table1
#-order=I
#-out=TIC
#-out=Outbst
#-out=Flare
#-out=tpeak
#-out=e_tpeak
#-out=E_tpeak
#-out=Amp
#-out=e_Amp
#-out=E_Amp
#-out=FWHMdt
#-out=e_FWHMdt
#-out=E_FWHMdt
#-out=Ebol
#-out=e_Ebol
#-out=E_Ebol
#-out=MCME
#-out=e_MCME
#-out=E_MCME
#-out=Tmag
#-out=Teff
#-out=Rad
#-out=logg
#-out=SpT
#-out=Prot-t
#-out=Prot-k
#-out=Prot
#-out=Chem
#-out=O3cons
#-out=O3perm
#

#RESOURCE=yCat_51590060
#Name: J/AJ/159/60
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)
#Table	J_AJ_159_60_table1:
#Name: J/AJ/159/60/table1
#Title: Catalog of all individual flares found in the Transiting Exoplanet Survey Satellite (TESS) sectors 1 and 2
#Column	TIC	(I9)	[2760232/471015484] TESS input catalog identifier	[ucd=meta.id;meta.main]
#Column	Outbst	(I2)	[1/58] Outburst number	[ucd=meta.id]
#Column	Flare	(I1)	[1/5] Flare number	[ucd=meta.id]
#Column	tpeak	(F14.6)	[2458325/2458382] Peak time, posterior median, flare, Barycentric Julian Date	[ucd=time.epoch;stat.median]
#Column	e_tpeak	(F9.6)	[2e-6/0.046] Lower uncertainty on tpeak	[ucd=stat.error]
#Column	E_tpeak	(F9.6)	[2e-6/0.065] Upper uncertainty on tpeak	[ucd=stat.error;stat.max]
#Column	Amp	(F8.5)	[0.00065/16] Flare amplitude, relative	[ucd=src.var.amplitude;arith.ratio]
#Column	e_Amp	(F8.5)	[7e-5/3.4] Lower uncertainty on Amp	[ucd=stat.error]
#Column	E_Amp	(F8.5)	[7e-5/1.5] Upper uncertainty on Amp	[ucd=stat.error;stat.max]
#Column	FWHMdt	(F8.5)	[0.0001/0.08] Full-width at half-maximum, flare duration	[ucd=time.interval]
#Column	e_FWHMdt	(F8.5)	[2e-05/0.05] Lower uncertainty on FWHMdt	[ucd=stat.error]
#Column	E_FWHMdt	(F8.5)	[2e-05/0.08] Upper uncertainty on FWHMdt	[ucd=stat.error;stat.max]
#Column	Ebol	(E9.2)	[1e+30/9e+36]? Bolometric energy, flare; in erg units	[ucd=phys.energy]
#Column	e_Ebol	(E9.2)	[1e+30/2e+36]? Lower uncertainty on Ebol	[ucd=stat.error]
#Column	E_Ebol	(E9.2)	[1e+30/4e+36]? Upper uncertainty on Ebol	[ucd=stat.error;stat.max]
#Column	MCME	(E9.2)	[1e+18/3e+22]? Possible mass of a coronal mass ejection post flare	[ucd=phys.mass]
#Column	e_MCME	(E9.2)	[1e+18/3e+22]? Lower uncertainty on MCME	[ucd=stat.error]
#Column	E_MCME	(E9.2)	[1e+19/2e+24]? Upper uncertainty on MCME	[ucd=stat.error;stat.max]
#Column	Tmag	(F8.5)	[3/17] TESS magnitude, star	[ucd=phot.mag;em.opt]
#Column	Teff	(I5)	[2801/31000]? Stellar effective temperature [NULL integer written as an empty string]	[ucd=phys.temperature.effective]
#Column	Rad	(F9.6)	[0.1/46]? Stellar radius	[ucd=phys.size.radius]
#Column	logg	(F8.5)	[3.6/5.6]? Log, surface gravity	[ucd=phys.gravity]
#Column	SpT	(A6)	Spectral Type	[ucd=src.spType]
#Column	Prot-t	(F9.6)	[0.003/5]? Rotation period extracted, TESS	[ucd=time.period]
#Column	Prot-k	(F9.6)	[0.5/46]? Rotation period extracted, KELT	[ucd=time.period]
#Column	Prot	(F9.6)	[0.003/39]? Accepted rotational period	[ucd=time.period]
#Column	Chem	(I1)	[0/1] Trigger prebiotic chemistry code (1=yes; 122 occurrences)	[ucd=meta.code]
#Column	O3cons	(I1)	[0/1] Ozone depletion, conservative threshold code (1=yes; 340 occurrences)	[ucd=meta.code]
#Column	O3perm	(I1)	[0/1] Ozone depletion, permissive threshold code (1=yes; 1291 occurrences)	[ucd=meta.code]
TIC|Outbst|Flare|tpeak|e_tpeak|E_tpeak|Amp|e_Amp|E_Amp|FWHMdt|e_FWHMdt|E_FWHMdt|Ebol|e_Ebol|E_Ebol|MCME|e_MCME|E_MCME|Tmag|Teff|Rad|logg|SpT|Prot-t|Prot-k|Prot|Chem|O3cons|O3perm
115242300| 1|1|2458355.339196| 0.000144| 0.000121| 0.02215| 0.00201| 0.00243| 0.00187| 0.00031| 0.00033|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 2|1|2458356.387049| 0.000026| 0.000020| 0.08580| 0.01599| 0.01751| 0.00043| 0.00009| 0.00014|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 3|1|2458358.037888| 0.000906| 0.000854| 0.00884| 0.00057| 0.00058| 0.06567| 0.00935| 0.00915|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 4|1|2458359.348630| 0.000123| 0.000133| 0.02116| 0.00204| 0.00224| 0.00184| 0.00032| 0.00036|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 5|1|2458360.127054| 0.001176| 0.001375| 0.00567| 0.00090| 0.00100| 0.01264| 0.00565| 0.00799|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 6|1|2458360.902377| 0.000068| 0.000095| 0.02203| 0.00407| 0.00569| 0.00127| 0.00038| 0.00054|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 7|1|2458362.466369| 0.000242| 0.000286| 0.01180| 0.00134| 0.00141| 0.00518| 0.00104| 0.00131|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 8|1|2458366.288710| 0.000034| 0.000035| 0.13228| 0.01065| 0.01876| 0.00097| 0.00020| 0.00017|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 8|2|2458366.297293| 0.000895| 0.001069| 0.01166| 0.00144| 0.00171| 0.01379| 0.00210| 0.00248|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300| 9|1|2458366.774617| 0.000060| 0.000067| 0.03029| 0.00378| 0.00665| 0.00178| 0.00049| 0.00045|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|10|1|2458370.478172| 0.000119| 0.000119| 0.02425| 0.00187| 0.00196| 0.00221| 0.00027| 0.00029|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|11|1|2458372.875550| 0.000069| 0.000066| 0.05976| 0.00697| 0.00992| 0.00092| 0.00017| 0.00017|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|12|1|2458373.187274| 0.000052| 0.000053| 0.06126| 0.00165| 0.00167| 0.00531| 0.00022| 0.00024|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|12|2|2458373.211187| 0.001025| 0.001182| 0.00779| 0.00058| 0.00060| 0.03775| 0.00649| 0.00684|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|13|1|2458373.385381| 0.000092| 0.000082| 0.07284| 0.00406| 0.00394| 0.00354| 0.00032| 0.00033|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|13|2|2458373.388401| 0.000284| 0.000312| 0.05015| 0.00436| 0.00421| 0.01768| 0.00142| 0.00164|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|14|1|2458377.255177| 0.000364| 0.000386| 0.00799| 0.00108| 0.00114| 0.00675| 0.00172| 0.00207|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115242300|16|1|2458380.310631| 0.000218| 0.000287| 0.01137| 0.00220| 0.00262| 0.00372| 0.00128| 0.00239|         |         |         |         |         |         |10.12100|     | 0.360000| 4.89049|      |         |         |         |0|0|0
115693552| 1|1|2458354.746117| 0.000071| 0.000065| 0.28222| 0.01730| 0.01973| 0.00183| 0.00019| 0.00019| 3.31e+32| 2.22e+31| 2.09e+31| 3.55e+19| 3.36e+19| 5.99e+20|13.38950| 3050| 0.227004| 5.01918|M4-M10| 0.811227|         | 0.811227|0|0|0
116157661| 1|1|2458354.810596| 0.000580| 0.000611| 0.02296| 0.00286| 0.00311| 0.00810| 0.00174| 0.00222| 4.90e+32| 1.02e+32| 1.07e+32| 5.26e+19| 5.04e+19| 6.84e+20|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 2|1|2458360.846683| 0.000105| 0.000104| 0.06113| 0.00555| 0.00631| 0.00279| 0.00040| 0.00044| 3.93e+32| 3.43e+31| 3.89e+31| 5.08e+19| 4.84e+19| 9.20e+20|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 3|1|2458361.397340| 0.000191| 0.000094| 2.03150| 0.26590| 0.28335| 0.00025| 0.00005| 0.00006| 1.33e+33| 1.73e+32| 1.24e+32| 1.38e+20| 1.28e+20| 4.43e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 3|2|2458361.399922| 0.000489| 0.000412| 0.14799| 0.02024| 0.03347| 0.00567| 0.00094| 0.00086| 2.16e+33| 1.29e+32| 1.05e+32| 7.88e+19| 7.00e+19| 1.59e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 4|1|2458362.060527| 0.000379| 0.000480| 0.02770| 0.00383| 0.00443| 0.00684| 0.00211| 0.00267| 4.13e+32| 9.85e+31| 1.10e+32| 5.78e+19| 5.46e+19| 1.47e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 5|1|2458369.943657| 0.001993| 0.002528| 0.02918| 0.00590| 0.00277| 0.06177| 0.02265| 0.01439| 2.96e+33| 1.10e+33| 6.68e+32| 1.67e+20| 1.58e+20| 4.89e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 5|2|2458369.981009| 0.000926| 0.000969| 0.02322| 0.00237| 0.00284| 0.02666| 0.00676| 0.01123| 1.25e+33| 2.48e+32| 4.58e+32| 1.01e+20| 9.94e+19| 1.65e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 6|1|2458370.363633| 0.000509| 0.000557| 0.03833| 0.00279| 0.00284| 0.01574| 0.00237| 0.00258| 1.40e+33| 2.29e+32| 1.89e+32| 1.21e+20| 1.10e+20| 3.30e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 7|1|2458374.269099| 0.000135| 0.000160| 0.05455| 0.00530| 0.00563| 0.00347| 0.00059| 0.00070| 5.27e+32| 7.28e+31| 7.91e+31| 5.69e+19| 5.42e+19| 1.17e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 8|1|2458376.503717| 0.000483| 0.000711| 0.01961| 0.00297| 0.00414| 0.01228| 0.00618| 0.00705| 5.98e+32| 2.06e+32| 2.01e+32| 7.87e+19| 7.25e+19| 7.03e+20|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661| 9|1|2458377.708865| 0.000104| 0.000100| 0.06746| 0.00690| 0.00812| 0.00198| 0.00034| 0.00039| 2.85e+32| 3.20e+31| 3.22e+31| 4.77e+19| 4.53e+19| 1.06e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661|11|1|2458380.217649| 0.000364| 0.000407| 0.02582| 0.00363| 0.00381| 0.00568| 0.00133| 0.00183| 3.46e+32| 7.48e+31| 1.01e+32| 5.93e+19| 5.40e+19| 1.41e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
116157661|12|1|2458380.844101| 0.000238| 0.000262| 0.05847| 0.00296| 0.00303| 0.01025| 0.00100| 0.00110| 1.48e+33| 1.22e+32| 1.63e+32| 1.17e+20| 1.13e+20| 1.28e+21|12.27750| 3173| 0.375265| 4.84967|M4-M10| 0.858700|         | 0.858700|0|0|0
117510145| 1|1|2458346.108735| 0.000250| 0.000307| 0.00255| 0.00109| 0.00222| 0.00044| 0.00025| 0.00053| 1.20e+33| 2.84e+32| 4.77e+32| 1.13e+20| 1.07e+20| 1.04e+21| 6.24890| 6205| 1.869770| 3.97004|FGK   |         |27.151800|27.151800|0|0|0
117512124| 1|1|2458326.193962| 0.000113| 0.000097| 0.01735| 0.00702| 0.00954| 0.00045| 0.00018| 0.00037| 6.42e+33| 1.27e+33| 1.78e+33| 4.11e+20| 3.81e+20| 1.37e+22|10.19640| 5473| 1.975270| 3.82908|FGK   |         |         |         |0|0|0
117517652| 1|1|2458344.563785| 0.000298| 0.000501| 0.00920| 0.00328| 0.00722| 0.00085| 0.00048| 0.00069| 1.14e+33| 3.02e+32| 4.36e+32| 1.03e+20| 9.82e+19| 1.37e+21| 9.61030| 5572| 0.829664| 4.59149|FGK   | 3.371193|         | 3.371193|0|0|0
117545157| 1|1|2458346.323861| 0.000258| 0.000267| 0.19618| 0.02975| 0.03199| 0.00482| 0.00108| 0.00109| 1.27e+33| 3.66e+32| 4.25e+32| 1.35e+20| 1.23e+20| 3.70e+21|14.13480| 3014| 0.318150| 4.90618|M4-M10| 4.551111|         | 4.551111|0|0|0
117545157| 1|2|2458346.320723| 0.000058| 0.000060| 0.89300| 0.03296| 0.03376| 0.00286| 0.00030| 0.00028| 3.10e+33| 3.03e+32| 3.49e+32| 1.01e+20| 8.69e+19| 1.86e+21|14.13480| 3014| 0.318150| 4.90618|M4-M10| 4.551111|         | 4.551111|0|0|0
117549840| 1|1|2458354.807327| 0.000743| 0.001334| 0.02283| 0.00351| 0.00520| 0.01104| 0.00479| 0.00765| 2.96e+33| 7.85e+32| 1.21e+33| 1.90e+20| 1.83e+20| 2.86e+21|12.16070| 3566| 0.566522| 4.67973|M0-M4 | 0.332995|         | 0.332995|1|0|1
117549840| 3|1|2458365.541781| 0.000218| 0.000202| 0.03832| 0.00685| 0.00945| 0.00215| 0.00085| 0.00095| 9.20e+32| 2.43e+32| 3.42e+32| 8.39e+19| 7.79e+19| 8.68e+20|12.16070| 3566| 0.566522| 4.67973|M0-M4 | 0.332995|         | 0.332995|1|0|1
117549840| 3|2|2458365.656208| 0.000682| 0.000524| 0.17205| 0.03433| 0.02983| 0.07294| 0.01176| 0.00669| 7.19e+34| 2.03e+34| 1.57e+34| 5.21e+20| 4.69e+20| 1.08e+22|12.16070| 3566| 0.566522| 4.67973|M0-M4 | 0.332995|         | 0.332995|1|0|1
117549840| 5|1|2458372.971267| 0.000067| 0.000072| 0.11840| 0.01054| 0.01418| 0.00198| 0.00047| 0.00045| 2.44e+33| 3.75e+32| 5.20e+32| 1.79e+20| 1.71e+20| 1.86e+21|12.16070| 3566| 0.566522| 4.67973|M0-M4 | 0.332995|         | 0.332995|1|0|1
117549840| 6|1|2458375.313514| 0.000822| 0.000782| 0.16945| 0.04731| 0.04148| 0.06701| 0.01555| 0.01086| 7.82e+34| 2.50e+34| 2.68e+34| 1.38e+21| 1.35e+21| 1.80e+22|12.16070| 3566| 0.566522| 4.67973|M0-M4 | 0.332995|         | 0.332995|1|0|1
117874958| 1|1|2458362.017142| 0.000063| 0.000053| 0.64258| 0.06801| 0.11870| 0.00125| 0.00031| 0.00029| 3.36e+33| 5.13e+32| 3.69e+32| 2.72e+20| 2.54e+20| 8.54e+21|11.50910| 3246| 0.452122| 4.77963|M0-M4 |         |         |         |0|0|0
117874958| 1|2|2458362.020300| 0.000246| 0.000223| 0.17063| 0.02121| 0.02314| 0.00458| 0.00078| 0.00078| 2.92e+33| 5.09e+32| 6.38e+32| 9.49e+19| 8.09e+19| 1.75e+21|11.50910| 3246| 0.452122| 4.77963|M0-M4 |         |         |         |0|0|0
117874958| 2|1|2458363.549149| 0.000089| 0.000087| 0.49904| 0.03178| 0.03431| 0.00273| 0.00028| 0.00030| 4.97e+33| 4.22e+32| 3.88e+32| 1.88e+20| 1.78e+20| 3.44e+21|11.50910| 3246| 0.452122| 4.77963|M0-M4 |         |         |         |0|0|0
117874958| 3|1|2458369.666116| 0.000476| 0.000590| 0.09732| 0.01670| 0.01836| 0.00727| 0.00206| 0.00303| 2.60e+33| 5.36e+32| 7.47e+32| 1.93e+20| 1.78e+20| 7.12e+21|11.50910| 3246| 0.452122| 4.77963|M0-M4 |         |         |         |0|0|0
117874958| 4|1|2458371.659227| 0.000478| 0.000413| 0.08753| 0.01612| 0.02002| 0.00543| 0.00187| 0.00254| 1.71e+33| 4.68e+32| 5.37e+32| 9.88e+19| 9.51e+19| 1.77e+21|11.50910| 3246| 0.452122| 4.77963|M0-M4 |         |         |         |0|0|0
117874958| 5|1|2458372.361749| 0.000036| 0.000036| 1.33118| 0.03633| 0.03739| 0.00277| 0.00014| 0.00014| 1.53e+34| 5.71e+32| 5.79e+32| 6.78e+20| 6.34e+20| 2.33e+22|11.50910| 3246| 0.452122| 4.77963|M0-M4 |         |         |         |0|0|0
117874959| 2|1|2458359.500474| 0.000321| 0.000267| 0.01516| 0.00265| 0.00331| 0.00337| 0.00113| 0.00147| 6.08e+32| 1.62e+32| 1.87e+32| 1.09e+20| 9.82e+19| 2.15e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 3|1|2458361.705858| 0.000381| 0.000441| 0.01187| 0.00140| 0.00164| 0.00935| 0.00273| 0.00384| 1.32e+33| 2.11e+32| 3.87e+32| 1.29e+20| 1.17e+20| 4.61e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 4|1|2458362.017488| 0.000063| 0.000061| 0.08681| 0.00364| 0.00374| 0.00362| 0.00026| 0.00030| 3.96e+33| 2.03e+32| 2.10e+32| 2.06e+20| 1.97e+20| 2.66e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 5|1|2458362.386205| 0.000153| 0.000155| 0.02930| 0.00300| 0.00317| 0.00245| 0.00045| 0.00052| 1.09e+33| 1.61e+32| 1.43e+32| 9.45e+19| 9.05e+19| 1.74e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 7|1|2458363.549024| 0.000033| 0.000032| 0.16360| 0.01538| 0.02476| 0.00124| 0.00024| 0.00022| 2.30e+33| 1.51e+32| 1.79e+32| 1.80e+20| 1.71e+20| 3.10e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 7|2|2458363.559491| 0.000519| 0.000556| 0.01594| 0.00248| 0.00262| 0.00998| 0.00288| 0.00460| 2.11e+33| 6.43e+32| 1.17e+33| 1.54e+20| 1.50e+20| 2.21e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 8|1|2458369.666060| 0.000158| 0.000154| 0.03920| 0.00197| 0.00202| 0.00646| 0.00062| 0.00069| 3.54e+33| 3.34e+32| 3.33e+32| 2.67e+20| 2.50e+20| 8.10e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959| 9|1|2458371.658720| 0.000303| 0.000299| 0.01713| 0.00193| 0.00203| 0.00400| 0.00071| 0.00083| 9.84e+32| 1.50e+32| 1.60e+32| 1.03e+20| 9.29e+19| 9.45e+20|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|10|1|2458371.820801| 0.000466| 0.000490| 0.01206| 0.00099| 0.00100| 0.01247| 0.00169| 0.00193| 2.01e+33| 1.95e+32| 2.34e+32| 1.46e+20| 1.37e+20| 1.65e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|11|1|2458372.361727| 0.000015| 0.000014| 0.55742| 0.00539| 0.00543| 0.00300| 0.00005| 0.00006| 2.10e+34| 1.85e+32| 2.32e+32| 5.88e+20| 5.63e+20| 8.58e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|11|2|2458372.399169| 0.002251| 0.001833| 0.02244| 0.00145| 0.00133| 0.06387| 0.00880| 0.00807| 1.04e+34| 9.61e+32| 9.91e+32| 3.68e+20| 3.58e+20| 8.82e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|12|1|2458373.768604| 0.000146| 0.000139| 0.02638| 0.00245| 0.00255| 0.00304| 0.00047| 0.00053| 1.20e+33| 1.84e+32| 1.60e+32| 9.44e+19| 8.98e+19| 1.90e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|13|1|2458374.568970| 0.000096| 0.000097| 0.03941| 0.00271| 0.00288| 0.00354| 0.00040| 0.00044| 1.68e+33| 1.37e+32| 1.16e+32| 1.47e+20| 1.39e+20| 3.16e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|14|1|2458376.715058| 0.000206| 0.000254| 0.02143| 0.00212| 0.00242| 0.00537| 0.00124| 0.00139| 1.65e+33| 4.05e+32| 3.28e+32| 1.55e+20| 1.45e+20| 4.65e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|15|1|2458377.331622| 0.000110| 0.000143| 0.05579| 0.00466| 0.00502| 0.00360| 0.00062| 0.00081| 2.49e+33| 3.05e+32| 3.76e+32| 1.86e+20| 1.76e+20| 2.20e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|16|1|2458379.220325| 0.000389| 0.000464| 0.01317| 0.00283| 0.00374| 0.00458| 0.00177| 0.00283| 7.06e+32| 1.52e+32| 3.06e+32| 7.09e+19| 6.73e+19| 8.40e+20|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|17|1|2458379.349804| 0.000511| 0.000633| 0.01395| 0.00277| 0.00389| 0.00582| 0.00218| 0.00385| 1.11e+33| 2.96e+32| 4.37e+32| 9.70e+19| 8.94e+19| 1.04e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
117874959|18|1|2458380.825910| 0.000337| 0.000447| 0.01930| 0.00323| 0.00364| 0.00486| 0.00145| 0.00184| 1.29e+33| 3.01e+32| 2.83e+32| 1.43e+20| 1.35e+20| 3.79e+21|10.24280| 3560| 0.641336| 4.61670|M0-M4 |         |         |         |0|0|0
118327563| 1|1|2458379.048004| 0.000253| 0.000268| 0.01241| 0.00120| 0.00118| 0.00562| 0.00099| 0.00124| 3.05e+34| 4.53e+33| 5.68e+33| 1.08e+21| 1.02e+21| 3.72e+22|10.51500|26300| 0.254000| 5.30050|      | 0.228717|         | 0.228717|0|0|0
118585716| 1|1|2458355.250582| 0.000466| 0.000522| 0.16518| 0.01495| 0.01478| 0.01105| 0.00171| 0.00206| 6.66e+33| 8.94e+32| 8.27e+32| 3.04e+20| 2.92e+20| 5.50e+21|14.29230| 3223| 0.421081| 4.80745|M0-M4 |         |         |         |0|0|0
118585716| 2|1|2458358.387674| 0.000472| 0.000480| 0.16956| 0.01040| 0.01070| 0.01982| 0.00250| 0.00342| 1.06e+34| 9.46e+32| 1.51e+33| 3.68e+20| 3.54e+20| 5.92e+21|14.29230| 3223| 0.421081| 4.80745|M0-M4 |         |         |         |0|0|0
120442975| 1|1|2458362.507000| 0.000377| 0.000516| 0.07723| 0.01879| 0.02232| 0.00350| 0.00118| 0.00191| 1.44e+32| 2.64e+31| 3.29e+31| 2.57e+19| 2.38e+19| 4.27e+20|13.97500| 3032| 0.217907| 5.03340|M4-M10| 0.520127|         | 0.520127|0|0|0
120442975| 2|1|2458363.495273| 0.000046| 0.000042| 0.70323| 0.07327| 0.13063| 0.00136| 0.00035| 0.00033| 6.15e+32| 7.90e+31| 7.78e+31| 6.92e+19| 6.63e+19| 1.03e+21|13.97500| 3032| 0.217907| 5.03340|M4-M10| 0.520127|         | 0.520127|0|0|0
120442975| 2|2|2458363.503460| 0.000414| 0.000389| 0.35472| 0.01956| 0.02019| 0.01718| 0.00112| 0.00114| 3.64e+33| 2.37e+32| 3.04e+32| 2.00e+20| 1.95e+20| 4.30e+21|13.97500| 3032| 0.217907| 5.03340|M4-M10| 0.520127|         | 0.520127|0|0|0
120488589| 1|1|2458361.662239| 0.000029| 0.000040| 0.22129| 0.05459| 0.13118| 0.00096| 0.00053| 0.00066|         |         |         |         |         |         |12.05500|     | 0.276000| 4.97491|      | 3.309899|         | 3.309899|0|0|0
120488589| 1|2|2458361.669603| 0.002235| 0.002813| 0.03099| 0.00806| 0.01071| 0.02415| 0.00640| 0.00785|         |         |         |         |         |         |12.05500|     | 0.276000| 4.97491|      | 3.309899|         | 3.309899|0|0|0
120488589| 3|1|2458381.172961| 0.000245| 0.000247| 0.04471| 0.00319| 0.00340| 0.00718| 0.00080| 0.00088|         |         |         |         |         |         |12.05500|     | 0.276000| 4.97491|      | 3.309899|         | 3.309899|0|0|0
120506718| 1|1|2458357.890808| 0.000080| 0.000084| 0.19380| 0.00678| 0.00693| 0.00446| 0.00029| 0.00030| 4.06e+32| 2.40e+31| 3.05e+31| 9.43e+19| 8.97e+19| 1.36e+21|12.69230| 3117| 0.188827| 5.08489|M4-M10| 1.611013|         | 1.611013|0|0|0
120506718| 2|1|2458366.363200| 0.000652| 0.000792| 0.03938| 0.00541| 0.00636| 0.00641| 0.00219| 0.00284| 1.53e+32| 4.25e+31| 4.73e+31| 3.31e+19| 3.07e+19| 9.41e+20|12.69230| 3117| 0.188827| 5.08489|M4-M10| 1.611013|         | 1.611013|0|0|0
120506718| 2|2|2458366.371266| 0.000550| 0.000468| 0.03380| 0.00629| 0.00737| 0.00501| 0.00190| 0.00330| 9.52e+31| 2.59e+31| 3.87e+31| 1.20e+19| 1.03e+19| 1.81e+20|12.69230| 3117| 0.188827| 5.08489|M4-M10| 1.611013|         | 1.611013|0|0|0
120522722| 1|1|2458360.232318| 0.000095| 0.000091| 0.55315| 0.05385| 0.07573| 0.00115| 0.00021| 0.00020| 3.09e+32| 2.67e+31| 3.43e+31| 4.25e+19| 4.05e+19| 7.46e+20|14.30250| 2843| 0.219762| 5.03044|M4-M10| 0.100378|         | 0.100378|0|0|0
120566166| 1|1|2458376.510097| 0.000314| 0.000383| 0.00680| 0.00123| 0.00154| 0.00417| 0.00108| 0.00157| 1.77e+33| 2.73e+32| 2.68e+32| 2.47e+20| 2.36e+20| 4.16e+21| 9.60560| 4808| 0.754950| 4.57433|FGK   |         |         |         |0|0|0
